Modelo,Almacenamiento,Apple Trade In,Precio,Tipo,Pantalla,Año,Procesador
Mac mini (2023) A2686 M2 Pro 10 Core CPU 16 Core GPU,1 TB SSD,270 €,275 €,Mac mini,,2023,M2 Pro 10 Core CPU 16 Core GPU
Mac mini (2023) A2686 M2 Pro 10 Core CPU 16 Core GPU,2 TB SSD,275 €,280 €,Mac mini,,2023,M2 Pro 10 Core CPU 16 Core GPU
Mac mini (2023) A2686 M2 Pro 10 Core CPU 16 Core GPU,4 TB SSD,280 €,285 €,Mac mini,,2023,M2 Pro 10 Core CPU 16 Core GPU
Mac mini (2023) A2686 M2 Pro 10 Core CPU 16 Core GPU,8 TB SSD,290 €,295 €,Mac mini,,2023,M2 Pro 10 Core CPU 16 Core GPU
Mac mini (2023) A2686 M2 Pro 12 Core CPU 19 Core GPU,512 GB SSD,310 €,315 €,Mac mini,,2023,M2 Pro 12 Core CPU 19 Core GPU
Mac mini (2023) A2686 M2 Pro 12 Core CPU 19 Core GPU,1 TB SSD,315 €,320 €,Mac mini,,2023,M2 Pro 12 Core CPU 19 Core GPU
Mac mini (2023) A2686 M2 Pro 12 Core CPU 19 Core GPU,2 TB SSD,315 €,320 €,Mac mini,,2023,M2 Pro 12 Core CPU 19 Core GPU
Mac mini (2023) A2686 M2 Pro 12 Core CPU 19 Core GPU,4 TB SSD,315 €,320 €,Mac mini,,2023,M2 Pro 12 Core CPU 19 Core GPU
Mac mini (2023) A2686 M2 Pro 12 Core CPU 19 Core GPU,8 TB SSD,315 €,320 €,Mac mini,,2023,M2 Pro 12 Core CPU 19 Core GPU
Mac Pro (2019)  Intel Xeon W 8 Core 3.5,256 GB SSD,470 €,475 €,Mac Pro,,2019,Intel Xeon W 8 Core 3.5
Mac Pro (2019)  Intel Xeon W 8 Core 3.5,1 TB SSD,510 €,515 €,Mac Pro,,2019,Intel Xeon W 8 Core 3.5
Mac Pro (2019)  Intel Xeon W 8 Core 3.5,2 TB SSD,535 €,540 €,Mac Pro,,2019,Intel Xeon W 8 Core 3.5
Mac Pro (2019)  Intel Xeon W 8 Core 3.5,4 TB SSD,555 €,560 €,Mac Pro,,2019,Intel Xeon W 8 Core 3.5
Mac Pro (2019)  Intel Xeon W 8 Core 3.5,8 TB SSD,590 €,595 €,Mac Pro,,2019,Intel Xeon W 8 Core 3.5
Mac Pro (2019)  Intel Xeon W 12 Core 3.3,256 GB SSD,490 €,495 €,Mac Pro,,2019,Intel Xeon W 12 Core 3.3
Mac Pro (2019)  Intel Xeon W 12 Core 3.3,1 TB SSD,555 €,560 €,Mac Pro,,2019,Intel Xeon W 12 Core 3.3
Mac Pro (2019)  Intel Xeon W 12 Core 3.3,2 TB SSD,590 €,595 €,Mac Pro,,2019,Intel Xeon W 12 Core 3.3
Mac Pro (2019)  Intel Xeon W 12 Core 3.3,4 TB SSD,655 €,660 €,Mac Pro,,2019,Intel Xeon W 12 Core 3.3
Mac Pro (2019)  Intel Xeon W 12 Core 3.3,8 TB SSD,725 €,730 €,Mac Pro,,2019,Intel Xeon W 12 Core 3.3
Mac Pro (2019)  Intel Xeon W 16 Core 3.2,256 GB SSD,555 €,560 €,Mac Pro,,2019,Intel Xeon W 16 Core 3.2
Mac Pro (2019)  Intel Xeon W 16 Core 3.2,1 TB SSD,620 €,625 €,Mac Pro,,2019,Intel Xeon W 16 Core 3.2
Mac Pro (2019)  Intel Xeon W 16 Core 3.2,2 TB SSD,655 €,660 €,Mac Pro,,2019,Intel Xeon W 16 Core 3.2
Mac Pro (2019)  Intel Xeon W 16 Core 3.2,4 TB SSD,725 €,730 €,Mac Pro,,2019,Intel Xeon W 16 Core 3.2
Mac Pro (2019)  Intel Xeon W 16 Core 3.2,8 TB SSD,760 €,765 €,Mac Pro,,2019,Intel Xeon W 16 Core 3.2
Mac Pro (2019)  Intel Xeon W 24 Core 2.7,256 GB SSD,610 €,615 €,Mac Pro,,2019,Intel Xeon W 24 Core 2.7
Mac Pro (2019)  Intel Xeon W 24 Core 2.7,1 TB SSD,665 €,670 €,Mac Pro,,2019,Intel Xeon W 24 Core 2.7
Mac Pro (2019)  Intel Xeon W 24 Core 2.7,2 TB SSD,675 €,680 €,Mac Pro,,2019,Intel Xeon W 24 Core 2.7
Mac Pro (2019)  Intel Xeon W 24 Core 2.7,4 TB SSD,760 €,765 €,Mac Pro,,2019,Intel Xeon W 24 Core 2.7
Mac Pro (2019)  Intel Xeon W 24 Core 2.7,8 TB SSD,775 €,780 €,Mac Pro,,2019,Intel Xeon W 24 Core 2.7
Mac Pro (2019)  Intel Xeon W 28 Core 2.5,256 GB SSD,660 €,665 €,Mac Pro,,2019,Intel Xeon W 28 Core 2.5
Mac Pro (2019)  Intel Xeon W 28 Core 2.5,1 TB SSD,725 €,730 €,Mac Pro,,2019,Intel Xeon W 28 Core 2.5
Mac Pro (2019)  Intel Xeon W 28 Core 2.5,2 TB SSD,760 €,765 €,Mac Pro,,2019,Intel Xeon W 28 Core 2.5
Mac Pro (2019)  Intel Xeon W 28 Core 2.5,4 TB SSD,820 €,825 €,Mac Pro,,2019,Intel Xeon W 28 Core 2.5
Mac Pro (2019)  Intel Xeon W 28 Core 2.5,8 TB SSD,820 €,825 €,Mac Pro,,2019,Intel Xeon W 28 Core 2.5
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 60 Core GPU,1 TB SSD,3.000 €,3.005 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 60 Core GPU,2 TB SSD,3.110 €,3.115 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 60 Core GPU,4 TB SSD,3.270 €,3.275 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 60 Core GPU,8 TB SSD,3.590 €,3.595 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 76 Core GPU,1 TB SSD,3.270 €,3.275 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 76 Core GPU,2 TB SSD,3.375 €,3.380 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 76 Core GPU,4 TB SSD,3.535 €,3.540 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Pro (2023) A2786 M2 Ultra 24 Core CPU 76 Core GPU,8 TB SSD,3.860 €,3.865 €,Mac Pro,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 24 Core GPU,512 GB SSD,590 €,595 €,Mac Studio,,2022,M1 Max 10 Core CPU 24 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 24 Core GPU,1 TB SSD,685 €,690 €,Mac Studio,,2022,M1 Max 10 Core CPU 24 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 24 Core GPU,2 TB SSD,735 €,740 €,Mac Studio,,2022,M1 Max 10 Core CPU 24 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 24 Core GPU,4 TB SSD,765 €,770 €,Mac Studio,,2022,M1 Max 10 Core CPU 24 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 24 Core GPU,8 TB SSD,805 €,810 €,Mac Studio,,2022,M1 Max 10 Core CPU 24 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 32 Core GPU,512 GB SSD,620 €,625 €,Mac Studio,,2022,M1 Max 10 Core CPU 32 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 32 Core GPU,1 TB SSD,735 €,740 €,Mac Studio,,2022,M1 Max 10 Core CPU 32 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 32 Core GPU,2 TB SSD,765 €,770 €,Mac Studio,,2022,M1 Max 10 Core CPU 32 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 32 Core GPU,4 TB SSD,795 €,800 €,Mac Studio,,2022,M1 Max 10 Core CPU 32 Core GPU
Mac Studio (2022) A2615 M1 Max 10 Core CPU 32 Core GPU,8 TB SSD,825 €,830 €,Mac Studio,,2022,M1 Max 10 Core CPU 32 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 48 Core GPU,1 TB SSD,1.035 €,1.040 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 48 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 48 Core GPU,2 TB SSD,1.110 €,1.115 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 48 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 48 Core GPU,4 TB SSD,1.190 €,1.195 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 48 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 48 Core GPU,8 TB SSD,1.235 €,1.240 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 48 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 64 Core GPU,1 TB SSD,1.235 €,1.240 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 64 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 64 Core GPU,2 TB SSD,1.285 €,1.290 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 64 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 64 Core GPU,4 TB SSD,1.320 €,1.325 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 64 Core GPU
Mac Studio (2022) A2615 M1 Ultra 20 Core CPU 64 Core GPU,8 TB SSD,1.370 €,1.375 €,Mac Studio,,2022,M1 Ultra 20 Core CPU 64 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 30 Core GPU,512 GB SSD,765 €,770 €,Mac Studio,,2023,M2 Max 12 Core CPU 30 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 30 Core GPU,1 TB SSD,905 €,910 €,Mac Studio,,2023,M2 Max 12 Core CPU 30 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 30 Core GPU,2 TB SSD,960 €,965 €,Mac Studio,,2023,M2 Max 12 Core CPU 30 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 30 Core GPU,4 TB SSD,1.065 €,1.070 €,Mac Studio,,2023,M2 Max 12 Core CPU 30 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 30 Core GPU,8 TB SSD,1.105 €,1.110 €,Mac Studio,,2023,M2 Max 12 Core CPU 30 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 38 Core GPU,512 GB SSD,820 €,825 €,Mac Studio,,2023,M2 Max 12 Core CPU 38 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 38 Core GPU,1 TB SSD,960 €,965 €,Mac Studio,,2023,M2 Max 12 Core CPU 38 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 38 Core GPU,2 TB SSD,1.005 €,1.010 €,Mac Studio,,2023,M2 Max 12 Core CPU 38 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 38 Core GPU,4 TB SSD,1.105 €,1.110 €,Mac Studio,,2023,M2 Max 12 Core CPU 38 Core GPU
Mac Studio (2023) A2901 M2 Max 12 Core CPU 38 Core GPU,8 TB SSD,1.150 €,1.155 €,Mac Studio,,2023,M2 Max 12 Core CPU 38 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 60 Core GPU,1 TB SSD,1.235 €,1.240 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 60 Core GPU,2 TB SSD,1.285 €,1.290 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 60 Core GPU,4 TB SSD,1.320 €,1.325 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 60 Core GPU,8 TB SSD,1.375 €,1.380 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 60 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 76 Core GPU,1 TB SSD,1.375 €,1.380 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 76 Core GPU,2 TB SSD,1.435 €,1.440 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 76 Core GPU,4 TB SSD,1.480 €,1.485 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 76 Core GPU
Mac Studio (2023) A2901 M2 Ultra 24 Core CPU 76 Core GPU,8 TB SSD,1.545 €,1.550 €,Mac Studio,,2023,M2 Ultra 24 Core CPU 76 Core GPU
iPhone 15 Pro Max,256 GB,575 €,585 €,iPhone,,,
iPhone 15 Pro Max,512 GB,620 €,630 €,iPhone,,,
iPhone 15 Pro Max,1 TB,640 €,650 €,iPhone,,,
iPhone 15 Pro,128 GB,445 €,455 €,iPhone,,,
iPhone 15 Pro,256 GB,485 €,495 €,iPhone,,,
iPhone 15 Pro,512 GB,505 €,515 €,iPhone,,,
iPhone 15 Pro,1 TB,525 €,535 €,iPhone,,,
iPhone 15 Plus,128 GB,380 €,390 €,iPhone,,,
iPhone 15 Plus,256 GB,410 €,420 €,iPhone,,,
iPhone 15 Plus,512 GB,430 €,440 €,iPhone,,,
iPhone 15,128 GB,370 €,380 €,iPhone,,,
iPhone 15,256 GB,400 €,410 €,iPhone,,,
iPhone 15,512 GB,425 €,435 €,iPhone,,,
iPhone 14 Pro Max,128 GB,400 €,410 €,iPhone,,,
iPhone 14 Pro Max,256 GB,435 €,445 €,iPhone,,,
iPhone 14 Pro Max,512 GB,445 €,455 €,iPhone,,,
iPhone 14 Pro Max,1 TB,465 €,475 €,iPhone,,,
iPhone 14 Pro,128 GB,350 €,360 €,iPhone,,,
iPhone 14 Pro,256 GB,370 €,380 €,iPhone,,,
iPhone 14 Pro,512 GB,390 €,400 €,iPhone,,,
iPhone 14 Pro,1 TB,405 €,415 €,iPhone,,,
iPhone 14 Plus,128 GB,275 €,285 €,iPhone,,,
iPhone 14 Plus,256 GB,305 €,315 €,iPhone,,,
iPhone 14 Plus,512 GB,315 €,325 €,iPhone,,,
iPhone 14,128 GB,285 €,295 €,iPhone,,,
iPhone 14,256 GB,315 €,325 €,iPhone,,,
iPhone 14,512 GB,325 €,335 €,iPhone,,,
iPhone 13 Pro Max,128 GB,345 €,355 €,iPhone,,,
iPhone 13 Pro Max,256 GB,370 €,380 €,iPhone,,,
iPhone 13 Pro Max,512 GB,400 €,410 €,iPhone,,,
iPhone 13 Pro Max,1 TB,420 €,430 €,iPhone,,,
iPhone 13 Pro,128 GB,305 €,315 €,iPhone,,,
iPhone 13 Pro,256 GB,335 €,345 €,iPhone,,,
iPhone 13 Pro,512 GB,355 €,365 €,iPhone,,,
iPhone 13 Pro,1 TB,380 €,390 €,iPhone,,,
iPhone 13,128 GB,250 €,260 €,iPhone,,,
iPhone 13,256 GB,280 €,290 €,iPhone,,,
iPhone 13,512 GB,290 €,300 €,iPhone,,,
iPhone 13 Mini,128 GB,185 €,195 €,iPhone,,,
iPhone 13 Mini,256 GB,210 €,220 €,iPhone,,,
iPhone 13 Mini,512 GB,220 €,230 €,iPhone,,,
iPhone 12 Pro Max,128 GB,230 €,240 €,iPhone,,,
iPhone 12 Pro Max,256 GB,250 €,260 €,iPhone,,,
iPhone 12 Pro Max,512 GB,260 €,270 €,iPhone,,,
iPhone 12 Pro,128 GB,175 €,185 €,iPhone,,,
iPhone 12 Pro,256 GB,200 €,210 €,iPhone,,,
iPhone 12 Pro,512 GB,210 €,220 €,iPhone,,,
iPhone 12,64 GB,135 €,145 €,iPhone,,,
iPhone 12,128 GB,155 €,165 €,iPhone,,,
iPhone 12,256 GB,170 €,180 €,iPhone,,,
iPhone 12 Mini,64 GB,95 €,105 €,iPhone,,,
iPhone 12 Mini,128 GB,115 €,125 €,iPhone,,,
iPhone 12 Mini,256 GB,125 €,135 €,iPhone,,,
iPhone 11 Pro Max,64 GB,160€,170 €,iPhone,,,
iPhone 11 Pro Max,256 GB,185€,195 €,iPhone,,,
iPhone 11 Pro Max,512 GB,200€,210 €,iPhone,,,
iPhone 11 Pro,64 GB,110€,120 €,iPhone,,,
iPhone 11 Pro,256 GB,130€,140 €,iPhone,,,
iPhone 11 Pro,512 GB,135€,145 €,iPhone,,,
iPhone 11 ,64 GB,95€,105 €,iPhone,,,
iPhone 11 ,128 GB,110€,120 €,iPhone,,,
iPhone 11 ,256 GB,115€,125 €,iPhone,,,
iPhone XS Max,64 GB,80€,90 €,iPhone,,,
iPhone XS Max,256 GB,100€,110 €,iPhone,,,
iPhone XS Max,512 GB,110€,120 €,iPhone,,,
iPhone XS,64 GB,60€,70 €,iPhone,,,
iPhone XS,256 GB,70€,80 €,iPhone,,,
iPhone XS,512 GB,80€,90 €,iPhone,,,
iPhone XR,64 GB,60€,70 €,iPhone,,,
iPhone XR,128 GB,70€,80 €,iPhone,,,
iPhone XR,256 GB,75€,85 €,iPhone,,,
iPhone X,64 GB,50€,60 €,iPhone,,,
iPhone X,256 GB,60€,70 €,iPhone,,,
iPhone 8 Plus,64 GB,35€,45 €,iPhone,,,
iPhone 8 Plus,128 GB,45€,55 €,iPhone,,,
iPhone 8 Plus,256 GB,55€,65 €,iPhone,,,
iPhone 8,64 GB,25€,35 €,iPhone,,,
iPhone 8,128 GB,30€,40 €,iPhone,,,
iPhone 8,256 GB,35€,45 €,iPhone,,,
iPhone SE (3rd generation),64 GB,95€,105 €,iPhone,,,
iPhone SE (3rd generation),128 GB,105€,115 €,iPhone,,,
iPhone SE (3rd generation),256 GB,120€,130 €,iPhone,,,
iPhone SE (2nd generation),64 GB,40€,50 €,iPhone,,,
iPhone SE (2nd generation),128 GB,55€,65 €,iPhone,,,
iPhone SE (2nd generation),256 GB,65€,75 €,iPhone,,,
